gs_row,outcome,study_id,title,main_aim_of_study,intervention,intervention_type,intervention_grouping,arm,ad_class,ad_dose_numerical_fixed_amount_range_or_mean_dose,ad_dose_categorised,dose_schedule,length_of_study_start_to_post_intervention,pain_condition,general_pain_grouping,iasp_pain_grouping,minimum_pain_inclusion,design,imputation_method,scale,timepoint,follow_up_timepoint,mean,sd,se,median,ci_lower,ci_upper,iqr_lower,iqr_higher,n,r,r_percent,change_score,adverse_events_definition,stats_notes,study_notes,date_checked,remove_row_for_mood_analysis,intervention_category,direction_of_improvement,outcome_nma,outcome_label,model_type,model_text,outcome_all,time_no_change
1224,qol,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin + duloxetine,combined antidepressant intervention,antidepressant,pregabalin ≤450mg + duloxetine ≤120mg,snri,≤120mg,unable to be categorised,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,fibromyalgia impact questionnaire total score,post_int,NA,29.8,15.612494995995995,2.5,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,qol,quality of life,smd,standardised mean diference,qol,post_int
1225,physical,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 physical functioning subscale,baseline,NA,53.6,17.928747864811974,2.8,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,higher,physical,physical functioning,smd,standardised mean diference,physical,baseline
1226,physical,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin ≤450mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 physical functioning subscale,baseline,NA,53.6,17.928747864811974,2.8,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,higher,physical,physical functioning,smd,standardised mean diference,physical,baseline
1227,physical,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,duloxetine,antidepressant,antidepressant,duloxetine ≤120mg,snri,≤120mg,unable to be categorised,flexible,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 physical functioning subscale,baseline,NA,53.6,17.928747864811974,2.8,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,physical,physical functioning,smd,standardised mean diference,physical,baseline
1228,physical,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin + duloxetine,combined antidepressant intervention,antidepressant,pregabalin ≤450mg + duloxetine ≤120mg,snri,≤120mg,unable to be categorised,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 physical functioning subscale,baseline,NA,53.6,17.928747864811974,2.8,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,physical,physical functioning,smd,standardised mean diference,physical,baseline
1229,physical,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 physical functioning subscale,post_int,NA,52.9,19.359493795035036,3.1,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,higher,physical,physical functioning,smd,standardised mean diference,physical,post_int
1230,physical,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin ≤450mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 physical functioning subscale,post_int,NA,57.1,19.359493795035036,3.1,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,higher,physical,physical functioning,smd,standardised mean diference,physical,post_int
1231,physical,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,duloxetine,antidepressant,antidepressant,duloxetine ≤120mg,snri,≤120mg,unable to be categorised,flexible,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 physical functioning subscale,post_int,NA,61.4,19.983993594874875,3.2,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,physical,physical functioning,smd,standardised mean diference,physical,post_int
1232,physical,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin + duloxetine,combined antidepressant intervention,antidepressant,pregabalin ≤450mg + duloxetine ≤120mg,snri,≤120mg,unable to be categorised,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 physical functioning subscale,post_int,NA,65.3,20.608493394714714,3.3,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,physical,physical functioning,smd,standardised mean diference,physical,post_int
1233,mood,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 mental health subscale,baseline,NA,69.8,17.928747864811974,2.8,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_overall,baseline
1234,mood,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin ≤450mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 mental health subscale,baseline,NA,69.8,17.928747864811974,2.8,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,mood,mood,smd,standardised mean diference,mood_overall,baseline
1235,mood,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,duloxetine,antidepressant,antidepressant,duloxetine ≤120mg,snri,≤120mg,unable to be categorised,flexible,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 mental health subscale,baseline,NA,69.8,17.928747864811974,2.8,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_overall,baseline
1236,mood,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin + duloxetine,combined antidepressant intervention,antidepressant,pregabalin ≤450mg + duloxetine ≤120mg,snri,≤120mg,unable to be categorised,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 mental health subscale,baseline,NA,69.8,17.928747864811974,2.8,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_overall,baseline
1237,mood,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 mental health subscale,post_int,NA,70.3,17.485994395515515,2.8,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_overall,post_int
1238,mood,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin ≤450mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 mental health subscale,post_int,NA,76.1,17.485994395515515,2.8,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,mood,mood,smd,standardised mean diference,mood_overall,post_int
1239,mood,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,duloxetine,antidepressant,antidepressant,duloxetine ≤120mg,snri,≤120mg,unable to be categorised,flexible,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 mental health subscale,post_int,NA,75.8,17.485994395515515,2.8,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_overall,post_int
1240,mood,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin + duloxetine,combined antidepressant intervention,antidepressant,pregabalin ≤450mg + duloxetine ≤120mg,snri,≤120mg,unable to be categorised,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,sf-36 mental health subscale,post_int,NA,78.9,18.110494195355354,2.9,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_overall,post_int
1241,sleep,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,bpi sleep,baseline,NA,6,2.5612496949731396,0.4,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
1242,sleep,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin ≤450mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,bpi sleep,baseline,NA,6,2.5612496949731396,0.4,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
1243,sleep,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,duloxetine,antidepressant,antidepressant,duloxetine ≤120mg,snri,≤120mg,unable to be categorised,flexible,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,bpi sleep,baseline,NA,6,2.5612496949731396,0.4,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
1244,sleep,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin + duloxetine,combined antidepressant intervention,antidepressant,pregabalin ≤450mg + duloxetine ≤120mg,snri,≤120mg,unable to be categorised,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,bpi sleep,baseline,NA,6,2.5612496949731396,0.4,NA,NA,NA,NA,NA,41,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
1245,sleep,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,bpi sleep,post_int,NA,5.1,3.122498999199199,0.5,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,sleep,sleep,smd,standardised mean diference,sleep,post_int
1246,sleep,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin ≤450mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,bpi sleep,post_int,NA,3.3,3.122498999199199,0.5,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,sleep,sleep,smd,standardised mean diference,sleep,post_int
1247,sleep,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,duloxetine,antidepressant,antidepressant,duloxetine ≤120mg,snri,≤120mg,unable to be categorised,flexible,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,bpi sleep,post_int,NA,4.9,3.122498999199199,0.5,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,post_int
1248,sleep,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin + duloxetine,combined antidepressant intervention,antidepressant,pregabalin ≤450mg + duloxetine ≤120mg,snri,≤120mg,unable to be categorised,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,bpi sleep,post_int,NA,2.8,3.122498999199199,0.5,NA,NA,NA,NA,NA,39,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,post_int
1265,adverse_dropout,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,NA,FALSE,NA,NA,NA,NA,NA,placebo,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1266,adverse_dropout,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin ≤450mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1267,adverse_dropout,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,duloxetine,antidepressant,antidepressant,duloxetine ≤120mg,snri,≤120mg,unable to be categorised,flexible,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,3,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1268,adverse_dropout,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin + duloxetine,combined antidepressant intervention,antidepressant,pregabalin ≤450mg + duloxetine ≤120mg,snri,≤120mg,unable to be categorised,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1269,withdrawal,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1270,withdrawal,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin,anticonvulsant,non-antidepressant pharmacological,pregabalin ≤450mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1271,withdrawal,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,duloxetine,antidepressant,antidepressant,duloxetine ≤120mg,snri,≤120mg,unable to be categorised,flexible,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,3,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1272,withdrawal,gilron 2016,combination of pregabalin with duloxetine for fibromyalgia: a randomized controlled trial,pain,pregabalin + duloxetine,combined antidepressant intervention,antidepressant,pregabalin ≤450mg + duloxetine ≤120mg,snri,≤120mg,unable to be categorised,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,crossover,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1273,pain_int,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,0-10 numerical rating scale,baseline,NA,7.1,1.4,0.29848100289785456,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
1274,pain_int,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,0-10 numerical rating scale,baseline,NA,7.3,1.4,0.28577380332470415,NA,NA,NA,NA,NA,24,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
1275,pain_int,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,0-10 numerical rating scale,post_int,NA,7,1.3,0.2771609312622936,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
1276,pain_int,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,0-10 numerical rating scale,post_int,NA,3.8,2.4,0.48989794855663565,NA,NA,NA,NA,NA,24,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
1277,sleep,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,0-10 numerical rating scale,baseline,NA,5.4,3,0.6396021490668313,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
1278,sleep,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,0-10 numerical rating scale,baseline,NA,5.2,2.5,0.5103103630798288,NA,NA,NA,NA,NA,24,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
1279,sleep,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,0-10 numerical rating scale,post_int,NA,5.1,3,0.6396021490668313,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,sleep,sleep,smd,standardised mean diference,sleep,post_int
1280,sleep,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,0-10 numerical rating scale,post_int,NA,2.6,3.1,0.6327848502189878,NA,NA,NA,NA,NA,24,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,post_int
1281,adverse,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
1282,adverse,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
1283,withdrawal,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1284,withdrawal,ginsberg 1996,a randomized placebo-controlled trial of sustained-release amitriptyline in primary fibromyalgia,pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,8 weeks,fibromyalgia,fibromyalgia,primary,no,parallel,itt unspecified method,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1285,pain_int,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,0-10 numerical rating scale,baseline,NA,7.1,1.54,0.29103264421710495,NA,NA,NA,NA,NA,28,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
1286,pain_int,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,pirlindole,antidepressant,antidepressant,pirlindole 150mg,maoi_rev,150mg,low,fixed,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,0-10 numerical rating scale,baseline,NA,7.34,1.21,0.21063396370639437,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
1287,pain_int,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,0-10 numerical rating scale,post_int,NA,6.79,1.53,0.2891428218520588,NA,NA,NA,NA,NA,28,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
1288,pain_int,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,pirlindole,antidepressant,antidepressant,pirlindole 150mg,maoi_rev,150mg,low,fixed,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,0-10 numerical rating scale,post_int,NA,4.85,2.11,0.36730385406652244,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
1289,mood,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,scl-90-r,baseline,NA,163,52,9.827076298239907,NA,NA,NA,NA,NA,28,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_depression,baseline
1290,mood,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,pirlindole,antidepressant,antidepressant,pirlindole 150mg,maoi_rev,150mg,low,fixed,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,scl-90-r,baseline,NA,174,54,9.400193421607684,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_depression,baseline
1291,mood,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,scl-90-r,post_int,NA,156,51,9.638094061735293,NA,NA,NA,NA,NA,28,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_depression,post_int
1292,mood,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,pirlindole,antidepressant,antidepressant,pirlindole 150mg,maoi_rev,150mg,low,fixed,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,scl-90-r,post_int,NA,153,51,8.87796045374059,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_depression,post_int
